Order2020	POAexemptCode	Description
24625	O09.529	"Supervision of elderly multigravida, unspecified trimester"
24628	O09.611	"Supervision of young primigravida, first trimester"
24629	O09.612	"Supervision of young primigravida, second trimester"
24630	O09.613	"Supervision of young primigravida, third trimester"
24631	O09.619	"Supervision of young primigravida, unspecified trimester"
24633	O09.621	"Supervision of young multigravida, first trimester"
24634	O09.622	"Supervision of young multigravida, second trimester"
24635	O09.623	"Supervision of young multigravida, third trimester"
24636	O09.629	"Supervision of young multigravida, unspecified trimester"
24638	O09.70	"Supervision of high risk pregnancy due to social problems, unspecified trimester"
24639	O09.71	"Supervision of high risk pregnancy due to social problems, first trimester"
24640	O09.72	"Supervision of high risk pregnancy due to social problems, second trimester"
24641	O09.73	"Supervision of high risk pregnancy due to social problems, third trimester"
24644	O09.811	"Supervision of pregnancy resulting from assisted reproductive technology, first trimester"
24645	O09.812	"Supervision of pregnancy resulting from assisted reproductive technology, second trimester"
24646	O09.813	"Supervision of pregnancy resulting from assisted reproductive technology, third trimester"
24647	O09.819	"Supervision of pregnancy resulting from assisted reproductive technology, unspecified trimester"
24649	O09.821	"Supervision of pregnancy with history of in utero procedure during previous pregnancy, first trimester"
24650	O09.822	"Supervision of pregnancy with history of in utero procedure during previous pregnancy, second trimester"
24651	O09.823	"Supervision of pregnancy with history of in utero procedure during previous pregnancy, third trimester"
24652	O09.829	"Supervision of pregnancy with history of in utero procedure during previous pregnancy, unspecified trimester"
24654	O09.891	"Supervision of other high risk pregnancies, first trimester"
24655	O09.892	"Supervision of other high risk pregnancies, second trimester"
24656	O09.893	"Supervision of other high risk pregnancies, third trimester"
24657	O09.899	"Supervision of other high risk pregnancies, unspecified trimester"
24659	O09.90	"Supervision of high risk pregnancy, unspecified, unspecified trimester"
24660	O09.91	"Supervision of high risk pregnancy, unspecified, first trimester"
24661	O09.92	"Supervision of high risk pregnancy, unspecified, second trimester"
24662	O09.93	"Supervision of high risk pregnancy, unspecified, third trimester"
26737	O66.5	Attempted application of vacuum extractor and forceps
26893	O80	Encounter for full-term uncomplicated delivery
27043	O94	"Sequelae of complication of pregnancy, childbirth, and the puerperium"
27288	P00.0	Newborn affected by maternal hypertensive disorders
27289	P00.1	Newborn affected by maternal renal and urinary tract diseases
27290	P00.2	Newborn affected by maternal infectious and parasitic diseases
27291	P00.3	Newborn affected by other maternal circulatory and respiratory diseases
27292	P00.4	Newborn affected by maternal nutritional disorders
27293	P00.5	Newborn affected by maternal injury
27294	P00.6	Newborn affected by surgical procedure on mother
27295	P00.7	"Newborn affected by other medical procedures on mother, not elsewhere classified"
27297	P00.81	Newborn affected by periodontal disease in mother
27298	P00.89	Newborn affected by other maternal conditions
27299	P00.9	Newborn affected by unspecified maternal condition
27559	P29.30	Pulmonary hypertension of newborn
27560	P29.38	Other persistent fetal circulation
27749	P78.84	Gestational alloimmune liver disease
27771	P83.81	Umbilical granuloma
27772	P83.88	Other specified conditions of integument specific to newborn
27790	P91.811	Neonatal encephalopathy in diseases classified elsewhere
27791	P91.819	"Neonatal encephalopathy, unspecified"
27792	P91.88	Other specified disturbances of cerebral status of newborn
27829	Q00.0	Anencephaly
27830	Q00.1	Craniorachischisis
27831	Q00.2	Iniencephaly
27833	Q01.0	Frontal encephalocele
27834	Q01.1	Nasofrontal encephalocele
27835	Q01.2	Occipital encephalocele
27836	Q01.8	Encephalocele of other sites
27837	Q01.9	"Encephalocele, unspecified"
27838	Q02	Microcephaly
27840	Q03.0	Malformations of aqueduct of Sylvius
27841	Q03.1	Atresia of foramina of Magendie and Luschka
27842	Q03.8	Other congenital hydrocephalus
27843	Q03.9	"Congenital hydrocephalus, unspecified"
27845	Q04.0	Congenital malformations of corpus callosum
27846	Q04.1	Arhinencephaly
27847	Q04.2	Holoprosencephaly
27848	Q04.3	Other reduction deformities of brain
27849	Q04.4	Septo-optic dysplasia of brain
27850	Q04.5	Megalencephaly
27851	Q04.6	Congenital cerebral cysts
27852	Q04.8	Other specified congenital malformations of brain
27853	Q04.9	"Congenital malformation of brain, unspecified"
27855	Q05.0	Cervical spina bifida with hydrocephalus
27856	Q05.1	Thoracic spina bifida with hydrocephalus
27857	Q05.2	Lumbar spina bifida with hydrocephalus
27858	Q05.3	Sacral spina bifida with hydrocephalus
27859	Q05.4	Unspecified spina bifida with hydrocephalus
27860	Q05.5	Cervical spina bifida without hydrocephalus
27861	Q05.6	Thoracic spina bifida without hydrocephalus
27862	Q05.7	Lumbar spina bifida without hydrocephalus
27863	Q05.8	Sacral spina bifida without hydrocephalus
27864	Q05.9	"Spina bifida, unspecified"
27866	Q06.0	Amyelia
27867	Q06.1	Hypoplasia and dysplasia of spinal cord
27868	Q06.2	Diastematomyelia
27869	Q06.3	Other congenital cauda equina malformations
27870	Q06.4	Hydromyelia
27871	Q06.8	Other specified congenital malformations of spinal cord
27872	Q06.9	"Congenital malformation of spinal cord, unspecified"
27875	Q07.00	Arnold-Chiari syndrome without spina bifida or hydrocephalus
27876	Q07.01	Arnold-Chiari syndrome with spina bifida
27877	Q07.02	Arnold-Chiari syndrome with hydrocephalus
27878	Q07.03	Arnold-Chiari syndrome with spina bifida and hydrocephalus
27879	Q07.8	Other specified congenital malformations of nervous system
27880	Q07.9	"Congenital malformation of nervous system, unspecified"
27882	Q10.0	Congenital ptosis
27883	Q10.1	Congenital ectropion
27884	Q10.2	Congenital entropion
27885	Q10.3	Other congenital malformations of eyelid
27886	Q10.4	Absence and agenesis of lacrimal apparatus
27887	Q10.5	Congenital stenosis and stricture of lacrimal duct
27888	Q10.6	Other congenital malformations of lacrimal apparatus
27889	Q10.7	Congenital malformation of orbit
27891	Q11.0	Cystic eyeball
27892	Q11.1	Other anophthalmos
27893	Q11.2	Microphthalmos
27894	Q11.3	Macrophthalmos
27896	Q12.0	Congenital cataract
27897	Q12.1	Congenital displaced lens
27898	Q12.2	Coloboma of lens
27899	Q12.3	Congenital aphakia
27900	Q12.4	Spherophakia
27901	Q12.8	Other congenital lens malformations
27902	Q12.9	"Congenital lens malformation, unspecified"
27904	Q13.0	Coloboma of iris
27905	Q13.1	Absence of iris
27906	Q13.2	Other congenital malformations of iris
27907	Q13.3	Congenital corneal opacity
27908	Q13.4	Other congenital corneal malformations
27909	Q13.5	Blue sclera
27911	Q13.81	Rieger's anomaly
27912	Q13.89	Other congenital malformations of anterior segment of eye
27913	Q13.9	"Congenital malformation of anterior segment of eye, unspecified"
27915	Q14.0	Congenital malformation of vitreous humor
27916	Q14.1	Congenital malformation of retina
27917	Q14.2	Congenital malformation of optic disc
27918	Q14.3	Congenital malformation of choroid
27919	Q14.8	Other congenital malformations of posterior segment of eye
27920	Q14.9	"Congenital malformation of posterior segment of eye, unspecified"
27922	Q15.0	Congenital glaucoma
27923	Q15.8	Other specified congenital malformations of eye
27924	Q15.9	"Congenital malformation of eye, unspecified"
27926	Q16.0	Congenital absence of (ear) auricle
27927	Q16.1	"Congenital absence, atresia and stricture of auditory canal (external)"
27928	Q16.2	Absence of eustachian tube
27929	Q16.3	Congenital malformation of ear ossicles
27930	Q16.4	Other congenital malformations of middle ear
27931	Q16.5	Congenital malformation of inner ear
27932	Q16.9	"Congenital malformation of ear causing impairment of hearing, unspecified"
27934	Q17.0	Accessory auricle
27935	Q17.1	Macrotia
27936	Q17.2	Microtia
27937	Q17.3	Other misshapen ear
27938	Q17.4	Misplaced ear
27939	Q17.5	Prominent ear
27940	Q17.8	Other specified congenital malformations of ear
27941	Q17.9	"Congenital malformation of ear, unspecified"
27943	Q18.0	"Sinus, fistula and cyst of branchial cleft"
27944	Q18.1	Preauricular sinus and cyst
27945	Q18.2	Other branchial cleft malformations
27946	Q18.3	Webbing of neck
27947	Q18.4	Macrostomia
27948	Q18.5	Microstomia
27949	Q18.6	Macrocheilia
27950	Q18.7	Microcheilia
27951	Q18.8	Other specified congenital malformations of face and neck
27952	Q18.9	"Congenital malformation of face and neck, unspecified"
27954	Q20.0	Common arterial trunk
27955	Q20.1	Double outlet right ventricle
27956	Q20.2	Double outlet left ventricle
27957	Q20.3	Discordant ventriculoarterial connection
27958	Q20.4	Double inlet ventricle
27959	Q20.5	Discordant atrioventricular connection
27960	Q20.6	Isomerism of atrial appendages
27961	Q20.8	Other congenital malformations of cardiac chambers and connections
27962	Q20.9	"Congenital malformation of cardiac chambers and connections, unspecified"
27964	Q21.0	Ventricular septal defect
27965	Q21.1	Atrial septal defect
27966	Q21.2	Atrioventricular septal defect
27967	Q21.3	Tetralogy of Fallot
27968	Q21.4	Aortopulmonary septal defect
27969	Q21.8	Other congenital malformations of cardiac septa
27970	Q21.9	"Congenital malformation of cardiac septum, unspecified"
27972	Q22.0	Pulmonary valve atresia
27973	Q22.1	Congenital pulmonary valve stenosis
27974	Q22.2	Congenital pulmonary valve insufficiency
27975	Q22.3	Other congenital malformations of pulmonary valve
27976	Q22.4	Congenital tricuspid stenosis
27977	Q22.5	Ebstein's anomaly
27978	Q22.6	Hypoplastic right heart syndrome
27979	Q22.8	Other congenital malformations of tricuspid valve
27980	Q22.9	"Congenital malformation of tricuspid valve, unspecified"
