Order2017	POAexemptCode	Description
24148	O09.612	"Supervision of young primigravida, second trimester"
24149	O09.613	"Supervision of young primigravida, third trimester"
24150	O09.619	"Supervision of young primigravida, unspecified trimester"
24152	O09.621	"Supervision of young multigravida, first trimester"
24153	O09.622	"Supervision of young multigravida, second trimester"
24154	O09.623	"Supervision of young multigravida, third trimester"
24155	O09.629	"Supervision of young multigravida, unspecified trimester"
24157	O09.70	"Supervision of high risk pregnancy due to social problems, unspecified trimester"
24158	O09.71	"Supervision of high risk pregnancy due to social problems, first trimester"
24159	O09.72	"Supervision of high risk pregnancy due to social problems, second trimester"
24160	O09.73	"Supervision of high risk pregnancy due to social problems, third trimester"
24163	O09.811	"Supervision of pregnancy resulting from assisted reproductive technology, first trimester"
24164	O09.812	"Supervision of pregnancy resulting from assisted reproductive technology, second trimester"
24165	O09.813	"Supervision of pregnancy resulting from assisted reproductive technology, third trimester"
24166	O09.819	"Supervision of pregnancy resulting from assisted reproductive technology, unspecified trimester"
24168	O09.821	"Supervision of pregnancy with history of in utero procedure during previous pregnancy, first trimester"
24169	O09.822	"Supervision of pregnancy with history of in utero procedure during previous pregnancy, second trimester"
24170	O09.823	"Supervision of pregnancy with history of in utero procedure during previous pregnancy, third trimester"
24171	O09.829	"Supervision of pregnancy with history of in utero procedure during previous pregnancy, unspecified trimester"
24173	O09.891	"Supervision of other high risk pregnancies, first trimester"
24174	O09.892	"Supervision of other high risk pregnancies, second trimester"
24175	O09.893	"Supervision of other high risk pregnancies, third trimester"
24176	O09.899	"Supervision of other high risk pregnancies, unspecified trimester"
24178	O09.90	"Supervision of high risk pregnancy, unspecified, unspecified trimester"
24179	O09.91	"Supervision of high risk pregnancy, unspecified, first trimester"
24180	O09.92	"Supervision of high risk pregnancy, unspecified, second trimester"
24181	O09.93	"Supervision of high risk pregnancy, unspecified, third trimester"
26208	O66.5	Attempted application of vacuum extractor and forceps
26364	O80	Encounter for full-term uncomplicated delivery
26508	O94	"Sequelae of complication of pregnancy, childbirth, and the puerperium"
26753	P00.0	Newborn affected by maternal hypertensive disorders 
26754	P00.1	Newborn (suspected to be) affected by maternal renal and urinary tract diseases
26755	P00.2	Newborn affected by maternal infectious and parasitic diseases
26756	P00.3	Newborn affected by other maternal circulatory and respiratory diseases 
26757	P00.4	Newborn affected by maternal nutritional disorders
26758	P00.5	Newborn affected by maternal injury
26759	P00.6	Newborn affected by surgical procedure on mother
26760	P00.7	"Newborn affected by other medical procedures on mother, not elsewhere classified"
26762	P00.81	Newborn affected by periodontal disease in mother
26763	P00.89	Newborn affected by other maternal conditions
26764	P00.9	Newborn affected by unspecified maternal condition
27259	Q00.0	Anencephaly
27260	Q00.1	Craniorachischisis
27261	Q00.2	Iniencephaly
27263	Q01.0	Frontal encephalocele
27264	Q01.1	Nasofrontal encephalocele
27265	Q01.2	Occipital encephalocele
27266	Q01.8	Encephalocele of other sites
27267	Q01.9	"Encephalocele, unspecified"
27268	Q02	Microcephaly
27270	Q03.0	Malformations of aqueduct of Sylvius
27271	Q03.1	Atresia of foramina of Magendie and Luschka
27272	Q03.8	Other congenital hydrocephalus
27273	Q03.9	"Congenital hydrocephalus, unspecified"
27275	Q04.0	Congenital malformations of corpus callosum
27276	Q04.1	Arhinencephaly
27277	Q04.2	Holoprosencephaly
27278	Q04.3	Other reduction deformities of brain
27279	Q04.4	Septo-optic dysplasia of brain
27280	Q04.5	Megalencephaly
27281	Q04.6	Congenital cerebral cysts
27282	Q04.8	Other specified congenital malformations of brain
27283	Q04.9	"Congenital malformation of brain, unspecified"
27285	Q05.0	Cervical spina bifida with hydrocephalus
27286	Q05.1	Thoracic spina bifida with hydrocephalus
27287	Q05.2	Lumbar spina bifida with hydrocephalus
27288	Q05.3	Sacral spina bifida with hydrocephalus
27289	Q05.4	Unspecified spina bifida with hydrocephalus
27290	Q05.5	Cervical spina bifida without hydrocephalus
27291	Q05.6	Thoracic spina bifida without hydrocephalus
27292	Q05.7	Lumbar spina bifida without hydrocephalus
27293	Q05.8	Sacral spina bifida without hydrocephalus
27294	Q05.9	"Spina bifida, unspecified"
27296	Q06.0	Amyelia
27297	Q06.1	Hypoplasia and dysplasia of spinal cord
27298	Q06.2	Diastematomyelia
27299	Q06.3	Other congenital cauda equina malformations
27300	Q06.4	Hydromyelia
27301	Q06.8	Other specified congenital malformations of spinal cord
27302	Q06.9	"Congenital malformation of spinal cord, unspecified"
27305	Q07.00	Arnold-Chiari syndrome without spina bifida or hydrocephalus
27306	Q07.01	Arnold-Chiari syndrome with spina bifida
27307	Q07.02	Arnold-Chiari syndrome with hydrocephalus
27308	Q07.03	Arnold-Chiari syndrome with spina bifida and hydrocephalus
27309	Q07.8	Other specified congenital malformations of nervous system
27310	Q07.9	"Congenital malformation of nervous system, unspecified"
27312	Q10.0	Congenital ptosis
27313	Q10.1	Congenital ectropion
27314	Q10.2	Congenital entropion
27315	Q10.3	Other congenital malformations of eyelid
27316	Q10.4	Absence and agenesis of lacrimal apparatus
27317	Q10.5	Congenital stenosis and stricture of lacrimal duct
27318	Q10.6	Other congenital malformations of lacrimal apparatus
27319	Q10.7	Congenital malformation of orbit
27321	Q11.0	Cystic eyeball
27322	Q11.1	Other anophthalmos
27323	Q11.2	Microphthalmos
27324	Q11.3	Macrophthalmos
27326	Q12.0	Congenital cataract
27327	Q12.1	Congenital displaced lens
27328	Q12.2	Coloboma of lens
27329	Q12.3	Congenital aphakia
27330	Q12.4	Spherophakia
27331	Q12.8	Other congenital lens malformations
27332	Q12.9	"Congenital lens malformation, unspecified"
27334	Q13.0	Coloboma of iris
27335	Q13.1	Absence of iris
27336	Q13.2	Other congenital malformations of iris
27337	Q13.3	Congenital corneal opacity
27338	Q13.4	Other congenital corneal malformations
27339	Q13.5	Blue sclera
27341	Q13.81	Rieger's anomaly
27342	Q13.89	Other congenital malformations of anterior segment of eye
27343	Q13.9	"Congenital malformation of anterior segment of eye, unspecified"
27345	Q14.0	Congenital malformation of vitreous humor
27346	Q14.1	Congenital malformation of retina
27347	Q14.2	Congenital malformation of optic disc
27348	Q14.3	Congenital malformation of choroid
27349	Q14.8	Other congenital malformations of posterior segment of eye
27350	Q14.9	"Congenital malformation of posterior segment of eye, unspecified"
27352	Q15.0	Congenital glaucoma
27353	Q15.8	Other specified congenital malformations of eye
27354	Q15.9	"Congenital malformation of eye, unspecified"
27356	Q16.0	Congenital absence of (ear) auricle
27357	Q16.1	"Congenital absence, atresia and stricture of auditory canal (external)"
27358	Q16.2	Absence of eustachian tube
27359	Q16.3	Congenital malformation of ear ossicles
27360	Q16.4	Other congenital malformations of middle ear
27361	Q16.5	Congenital malformation of inner ear
27362	Q16.9	"Congenital malformation of ear causing impairment of hearing, unspecified"
27364	Q17.0	Accessory auricle
27365	Q17.1	Macrotia
27366	Q17.2	Microtia
27367	Q17.3	Other misshapen ear
27368	Q17.4	Misplaced ear
27369	Q17.5	Prominent ear
27370	Q17.8	Other specified congenital malformations of ear
27371	Q17.9	"Congenital malformation of ear, unspecified"
27373	Q18.0	"Sinus, fistula and cyst of branchial cleft"
27374	Q18.1	Preauricular sinus and cyst
27375	Q18.2	Other branchial cleft malformations
27376	Q18.3	Webbing of neck
27377	Q18.4	Macrostomia
27378	Q18.5	Microstomia
27379	Q18.6	Macrocheilia
27380	Q18.7	Microcheilia
27381	Q18.8	Other specified congenital malformations of face and neck
27382	Q18.9	"Congenital malformation of face and neck, unspecified"
27384	Q20.0	Common arterial trunk
27385	Q20.1	Double outlet right ventricle
27386	Q20.2	Double outlet left ventricle
27387	Q20.3	Discordant ventriculoarterial connection
27388	Q20.4	Double inlet ventricle
27389	Q20.5	Discordant atrioventricular connection
27390	Q20.6	Isomerism of atrial appendages
27391	Q20.8	Other congenital malformations of cardiac chambers and connections
27392	Q20.9	"Congenital malformation of cardiac chambers and connections, unspecified"
27394	Q21.0	Ventricular septal defect
27395	Q21.1	Atrial septal defect
27396	Q21.2	Atrioventricular septal defect
27397	Q21.3	Tetralogy of Fallot
27398	Q21.4	Aortopulmonary septal defect
27399	Q21.8	Other congenital malformations of cardiac septa
27400	Q21.9	"Congenital malformation of cardiac septum, unspecified"
27402	Q22.0	Pulmonary valve atresia
27403	Q22.1	Congenital pulmonary valve stenosis
27404	Q22.2	Congenital pulmonary valve insufficiency
27405	Q22.3	Other congenital malformations of pulmonary valve
27406	Q22.4	Congenital tricuspid stenosis
27407	Q22.5	Ebstein's anomaly
27408	Q22.6	Hypoplastic right heart syndrome
27409	Q22.8	Other congenital malformations of tricuspid valve
27410	Q22.9	"Congenital malformation of tricuspid valve, unspecified"
27412	Q23.0	Congenital stenosis of aortic valve
27413	Q23.1	Congenital insufficiency of aortic valve
27414	Q23.2	Congenital mitral stenosis
27415	Q23.3	Congenital mitral insufficiency
27416	Q23.4	Hypoplastic left heart syndrome
27417	Q23.8	Other congenital malformations of aortic and mitral valves
27418	Q23.9	"Congenital malformation of aortic and mitral valves, unspecified"
27420	Q24.0	Dextrocardia
27421	Q24.1	Levocardia
27422	Q24.2	Cor triatriatum
27423	Q24.3	Pulmonary infundibular stenosis
27424	Q24.4	Congenital subaortic stenosis
