Order	POAexemptCode	Description
26418	Q24.5	Malformation of coronary vessels
26419	Q24.6	Congenital heart block
26420	Q24.8	Other specified congenital malformations of heart
26421	Q24.9	"Congenital malformation of heart, unspecified"
26423	Q25.0	Patent ductus arteriosus
26424	Q25.1	Coarctation of aorta
26425	Q25.2	Atresia of aorta
26426	Q25.3	Supravalvular aortic stenosis
26427	Q25.4	Other congenital malformations of aorta
26428	Q25.5	Atresia of pulmonary artery
26429	Q25.6	Stenosis of pulmonary artery
26431	Q25.71	Coarctation of pulmonary artery
26432	Q25.72	Congenital pulmonary arteriovenous malformation
26433	Q25.79	Other congenital malformations of pulmonary artery
26434	Q25.8	Other congenital malformations of other great arteries
26435	Q25.9	"Congenital malformation of great arteries, unspecified"
26437	Q26.0	Congenital stenosis of vena cava
26438	Q26.1	Persistent left superior vena cava
26439	Q26.2	Total anomalous pulmonary venous connection
26440	Q26.3	Partial anomalous pulmonary venous connection
26441	Q26.4	"Anomalous pulmonary venous connection, unspecified"
26442	Q26.5	Anomalous portal venous connection
26443	Q26.6	Portal vein-hepatic artery fistula
26444	Q26.8	Other congenital malformations of great veins
26445	Q26.9	"Congenital malformation of great vein, unspecified"
26447	Q27.0	Congenital absence and hypoplasia of umbilical artery
26448	Q27.1	Congenital renal artery stenosis
26449	Q27.2	Other congenital malformations of renal artery
26451	Q27.30	"Arteriovenous malformation, site unspecified"
26452	Q27.31	Arteriovenous malformation of vessel of upper limb
26453	Q27.32	Arteriovenous malformation of vessel of lower limb
26454	Q27.33	Arteriovenous malformation of digestive system vessel
26455	Q27.34	Arteriovenous malformation of renal vessel
26456	Q27.39	"Arteriovenous malformation, other site"
26457	Q27.4	Congenital phlebectasia
26458	Q27.8	Other specified congenital malformations of peripheral vascular system
26459	Q27.9	"Congenital malformation of peripheral vascular system, unspecified"
26461	Q28.0	Arteriovenous malformation of precerebral vessels
26462	Q28.1	Other malformations of precerebral vessels
26463	Q28.2	Arteriovenous malformation of cerebral vessels
26464	Q28.3	Other malformations of cerebral vessels
26465	Q28.8	Other specified congenital malformations of circulatory system
26466	Q28.9	"Congenital malformation of circulatory system, unspecified"
26468	Q30.0	Choanal atresia
26469	Q30.1	Agenesis and underdevelopment of nose
26470	Q30.2	"Fissured, notched and cleft nose"
26471	Q30.3	Congenital perforated nasal septum
26472	Q30.8	Other congenital malformations of nose
26473	Q30.9	"Congenital malformation of nose, unspecified"
26475	Q31.0	Web of larynx
26476	Q31.1	Congenital subglottic stenosis
26477	Q31.2	Laryngeal hypoplasia
26478	Q31.3	Laryngocele
26479	Q31.5	Congenital laryngomalacia
26480	Q31.8	Other congenital malformations of larynx
26481	Q31.9	"Congenital malformation of larynx, unspecified"
26483	Q32.0	Congenital tracheomalacia
26484	Q32.1	Other congenital malformations of trachea
26485	Q32.2	Congenital bronchomalacia
26486	Q32.3	Congenital stenosis of bronchus
26487	Q32.4	Other congenital malformations of bronchus
26489	Q33.0	Congenital cystic lung
26490	Q33.1	Accessory lobe of lung
26491	Q33.2	Sequestration of lung
26492	Q33.3	Agenesis of lung
26493	Q33.4	Congenital bronchiectasis
26494	Q33.5	Ectopic tissue in lung
26495	Q33.6	Congenital hypoplasia and dysplasia of lung
26496	Q33.8	Other congenital malformations of lung
26497	Q33.9	"Congenital malformation of lung, unspecified"
26499	Q34.0	Anomaly of pleura
26500	Q34.1	Congenital cyst of mediastinum
26501	Q34.8	Other specified congenital malformations of respiratory system
26502	Q34.9	"Congenital malformation of respiratory system, unspecified"
26504	Q35.1	Cleft hard palate
26505	Q35.3	Cleft soft palate
26506	Q35.5	Cleft hard palate with cleft soft palate
26507	Q35.7	Cleft uvula
26508	Q35.9	"Cleft palate, unspecified"
26510	Q36.0	"Cleft lip, bilateral"
26511	Q36.1	"Cleft lip, median"
26512	Q36.9	"Cleft lip, unilateral"
26514	Q37.0	Cleft hard palate with bilateral cleft lip
26515	Q37.1	Cleft hard palate with unilateral cleft lip
26516	Q37.2	Cleft soft palate with bilateral cleft lip
26517	Q37.3	Cleft soft palate with unilateral cleft lip
26518	Q37.4	Cleft hard and soft palate with bilateral cleft lip
26519	Q37.5	Cleft hard and soft palate with unilateral cleft lip
26520	Q37.8	Unspecified cleft palate with bilateral cleft lip
26521	Q37.9	Unspecified cleft palate with unilateral cleft lip
26523	Q38.0	"Congenital malformations of lips, not elsewhere classified"
26524	Q38.1	Ankyloglossia
26525	Q38.2	Macroglossia
26526	Q38.3	Other congenital malformations of tongue
26527	Q38.4	Congenital malformations of salivary glands and ducts
26528	Q38.5	"Congenital malformations of palate, not elsewhere classified"
26529	Q38.6	Other congenital malformations of mouth
26530	Q38.7	Congenital pharyngeal pouch
26531	Q38.8	Other congenital malformations of pharynx
26533	Q39.0	Atresia of esophagus without fistula
26534	Q39.1	Atresia of esophagus with tracheo-esophageal fistula
26535	Q39.2	Congenital tracheo-esophageal fistula without atresia
26536	Q39.3	Congenital stenosis and stricture of esophagus
26537	Q39.4	Esophageal web
26538	Q39.5	Congenital dilatation of esophagus
26539	Q39.6	Congenital diverticulum of esophagus
26540	Q39.8	Other congenital malformations of esophagus
26541	Q39.9	"Congenital malformation of esophagus, unspecified"
26543	Q40.0	Congenital hypertrophic pyloric stenosis
26544	Q40.1	Congenital hiatus hernia
26545	Q40.2	Other specified congenital malformations of stomach
26546	Q40.3	"Congenital malformation of stomach, unspecified"
26547	Q40.8	Other specified congenital malformations of upper alimentary tract
26548	Q40.9	"Congenital malformation of upper alimentary tract, unspecified"
26550	Q41.0	"Congenital absence, atresia and stenosis of duodenum"
26551	Q41.1	"Congenital absence, atresia and stenosis of jejunum"
26552	Q41.2	"Congenital absence, atresia and stenosis of ileum"
26553	Q41.8	"Congenital absence, atresia and stenosis of other specified parts of small intestine"
26554	Q41.9	"Congenital absence, atresia and stenosis of small intestine, part unspecified"
26556	Q42.0	"Congenital absence, atresia and stenosis of rectum with fistula"
26557	Q42.1	"Congenital absence, atresia and stenosis of rectum without fistula"
26558	Q42.2	"Congenital absence, atresia and stenosis of anus with fistula"
26559	Q42.3	"Congenital absence, atresia and stenosis of anus without fistula"
26560	Q42.8	"Congenital absence, atresia and stenosis of other parts of large intestine"
26561	Q42.9	"Congenital absence, atresia and stenosis of large intestine, part unspecified"
26563	Q43.0	Meckel's diverticulum (displaced) (hypertrophic)
26564	Q43.1	Hirschsprung's disease
26565	Q43.2	Other congenital functional disorders of colon
26566	Q43.3	Congenital malformations of intestinal fixation
26567	Q43.4	Duplication of intestine
26568	Q43.5	Ectopic anus
26569	Q43.6	Congenital fistula of rectum and anus
26570	Q43.7	Persistent cloaca
26571	Q43.8	Other specified congenital malformations of intestine
26572	Q43.9	"Congenital malformation of intestine, unspecified"
26574	Q44.0	"Agenesis, aplasia and hypoplasia of gallbladder"
26575	Q44.1	Other congenital malformations of gallbladder
26576	Q44.2	Atresia of bile ducts
26577	Q44.3	Congenital stenosis and stricture of bile ducts
26578	Q44.4	Choledochal cyst
26579	Q44.5	Other congenital malformations of bile ducts
26580	Q44.6	Cystic disease of liver
26581	Q44.7	Other congenital malformations of liver
26583	Q45.0	"Agenesis, aplasia and hypoplasia of pancreas"
26584	Q45.1	Annular pancreas
26585	Q45.2	Congenital pancreatic cyst
26586	Q45.3	Other congenital malformations of pancreas and pancreatic duct
26587	Q45.8	Other specified congenital malformations of digestive system
26588	Q45.9	"Congenital malformation of digestive system, unspecified"
26591	Q50.01	"Congenital absence of ovary, unilateral"
26592	Q50.02	"Congenital absence of ovary, bilateral"
26593	Q50.1	Developmental ovarian cyst
26594	Q50.2	Congenital torsion of ovary
26596	Q50.31	Accessory ovary
26597	Q50.32	Ovarian streak
26598	Q50.39	Other congenital malformation of ovary
26599	Q50.4	Embryonic cyst of fallopian tube
26600	Q50.5	Embryonic cyst of broad ligament
26601	Q50.6	Other congenital malformations of fallopian tube and broad ligament
26603	Q51.0	Agenesis and aplasia of uterus
26605	Q51.10	Doubling of uterus with doubling of cervix and vagina without obstruction
26606	Q51.11	Doubling of uterus with doubling of cervix and vagina with obstruction
26607	Q51.2	Other doubling of uterus
26608	Q51.3	Bicornate uterus
26609	Q51.4	Unicornate uterus
26610	Q51.5	Agenesis and aplasia of cervix
26611	Q51.6	Embryonic cyst of cervix
26612	Q51.7	Congenital fistulae between uterus and digestive and urinary tracts
26615	Q51.810	Arcuate uterus
26616	Q51.811	Hypoplasia of uterus
26617	Q51.818	Other congenital malformations of uterus
26619	Q51.820	Cervical duplication
26620	Q51.821	Hypoplasia of cervix
26621	Q51.828	Other congenital malformations of cervix
26622	Q51.9	"Congenital malformation of uterus and cervix, unspecified"
26624	Q52.0	Congenital absence of vagina
26626	Q52.10	"Doubling of vagina, unspecified"
26627	Q52.11	Transverse vaginal septum
26628	Q52.12	Longitudinal vaginal septum
26629	Q52.2	Congenital rectovaginal fistula
26630	Q52.3	Imperforate hymen
26631	Q52.4	Other congenital malformations of vagina
26632	Q52.5	Fusion of labia
26633	Q52.6	Congenital malformation of clitoris
26635	Q52.70	Unspecified congenital malformations of vulva
26636	Q52.71	Congenital absence of vulva
26637	Q52.79	Other congenital malformations of vulva
26638	Q52.8	Other specified congenital malformations of female genitalia
26639	Q52.9	"Congenital malformation of female genitalia, unspecified"
26642	Q53.00	"Ectopic testis, unspecified"
26643	Q53.01	"Ectopic testis, unilateral"
26644	Q53.02	"Ectopic testes, bilateral"
26646	Q53.10	"Unspecified undescended testicle, unilateral"
26647	Q53.11	"Abdominal testis, unilateral"
26648	Q53.12	"Ectopic perineal testis, unilateral"
26650	Q53.20	"Undescended testicle, unspecified, bilateral"
26651	Q53.21	"Abdominal testis, bilateral"
26652	Q53.22	"Ectopic perineal testis, bilateral"
26653	Q53.9	"Undescended testicle, unspecified"
26655	Q54.0	"Hypospadias, balanic"
26656	Q54.1	"Hypospadias, penile"
26657	Q54.2	"Hypospadias, penoscrotal"
26658	Q54.3	"Hypospadias, perineal"
26659	Q54.4	Congenital chordee
26660	Q54.8	Other hypospadias
26661	Q54.9	"Hypospadias, unspecified"
26663	Q55.0	Absence and aplasia of testis
26664	Q55.1	Hypoplasia of testis and scrotum
26666	Q55.20	Unspecified congenital malformations of testis and scrotum
26667	Q55.21	Polyorchism
26668	Q55.22	Retractile testis
26669	Q55.23	Scrotal transposition
26670	Q55.29	Other congenital malformations of testis and scrotum
26671	Q55.3	Atresia of vas deferens
26672	Q55.4	"Other congenital malformations of vas deferens, epididymis, seminal vesicles and prostate"
26673	Q55.5	Congenital absence and aplasia of penis
26675	Q55.61	Curvature of penis (lateral)
26676	Q55.62	Hypoplasia of penis
26677	Q55.63	Congenital torsion of penis
26678	Q55.64	Hidden penis
26679	Q55.69	Other congenital malformation of penis
26680	Q55.7	Congenital vasocutaneous fistula
26681	Q55.8	Other specified congenital malformations of male genital organs
26682	Q55.9	"Congenital malformation of male genital organ, unspecified"
26684	Q56.0	"Hermaphroditism, not elsewhere classified"
